TroubleTicketing_4-Feb-2026_12-43-47 Ticket Id,Site Id,Site Name,Dependent Sites,Site Class,Site Class Code,Anchor Opco Site id,Power Model,Region,District,Power Vendor,Site Area Type,Vendor,Operator Parameter,Operator Exempted,Alarm Description,Equipment,Alarm Start Date Time,Alarm End Date Time,Problem Start Date,Problem End Date,Ticket Log Date,Logged By,Operator,Ticket Closure Date,Assigned To,Ticket Hierarchy,Digitally Dispatch,Contact No.,Assigned Date,Closed By,Total Duration,Duration,Operator SLA,Vendor SLA,SLA Remaining Time Operator,SLA Remaining Time Vendor,Alarm Status,Ticket Treatment,Ticket Status,Severity,Current Level,ETA (Mins.),ETA Time,ETR (Mins.),ETR Time,RCA Category,RCA Sub Category,RCA,Ref Ticket ID,Remarks,Alarm Detail,Problem Description,Ticket Type,Ticket Mode,Total Effected Duration,Effected Sites,Battery Discharge Start Date Time,Spare Parts,Battery Backup Duration,DG Night Time Restriction (HH:MM),Site Latitude,Site Longitude,User Lat,User Long,Distance (Kms.),DG Meter Reading,Grid Meter Reading,Fuel Level,Action Taken,Service Type,Parent Ticket Id,Refer Count,Hub Site Id,Child Ticket Count,PR No,Abstract,Service Impacted,Service Impact Start,Services Affected,Initial Analysis,X-References,TwoG Node,ThreeG Node,LTE,IP Site,Originator Id,Originator Group,Last Referred Group,Reffered to Group,RTTS Clear Group,Action,Status Reason,RTTS Opr Site Id,Fault Area,Fault Area Detail,Resolution Method,Node,Network,Site Location,Solution Details,Restoration Approval Time,Restoration Time,Approval Time,Approval Resolve Time,NET Resolution Time,Severity Change Time,Generator Asset Id,Priority,Delay Reason,TT Response Time,undefined,undefined,undefined,Hub Time(HH:MM),RTTS Ticket Create Date,Severity Change Remarks
"TT00709004","1007809","ZTB991","ST(PG)","Metro","Classic","ZTB991","Grid","West","Tabuk","Huawei-PV","Urban","Ericsson","Golden Latis Investment,STC","","Battery","Solar","12-Dec-2025 16:01:00","","12-Dec-2025 16:01","","12-Dec-2025 16:01:51","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Parent","","","12-Dec-2025 16:01:51","","53 Day(s) 20:44:01","1293","STC-No      ","","-53 Day(s) 20:36:00      ","","Open","Standard","Assign","High","First Escalation","","","","","","","","","","","","Incident","Manual","53 Day(s) 20:44:01","1","","","","","28.398991","36.74147","","","","","","","","Metro","","1","","","","","Degraded","12-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709338","1000920","ZND451","ST(PG)","Metro","Classic","ZND451","Grid","East","Dammam","Huawei-PV","Urban","Ericsson","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 12:51","22-Jan-2026 12:52","22-Jan-2026 12:51:32","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 12:51:32","","00:01:48","0","STC-Yes      ","Yes","04:58:12      ","04:58:12","","Standard","Resolved","Critical","Assignment","10","22-Jan-2026 12:51:58","30","22-Jan-2026 12:51:58","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:01:48","1","","","","","26.55362","49.95664","","","","value","value","value","Action Taken","Metro","","1","","","","","Outage","22-Jan-2026 12:49","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:00","","","P0","","","","","","00.03","","",
"TT00709361","1000002","ZRY336","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","","","Door Alarm","General","22-Jan-2026 15:42:47","","22-Jan-2026 15:42","","22-Jan-2026 15:48:15","System","STC,test9","","TWL-EM-CENTER ","Parent","","","22-Jan-2026 15:48:15","","12 Day(s) 21:02:14","309","STC-No      ","No","-12 Day(s) 16:02:13      ","-12 Day(s) 16:02:13","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","12 Day(s) 21:02:14","1","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709433","1011274","Al Rafeeah","ST,SM(PG)","Unknown,Metro","Silver","ZRY279","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","21-Jan-2026 00:02","","27-Jan-2026 12:13:56","RTTS","STC","","TWL_Central ","Parent","","","27-Jan-2026 12:13:56","","14 Day(s) 12:43:01","349","-      ","","      ","","","Standard","Referred","Critical","First Escalation","","","","","","","","","","","ERY279External AlarmX#104-DOOR ALARM ERICSSON_ENM_L2100_Riyadh  MeContext=ERY279_1","RTTS Ticket","Integration","14 Day(s) 12:43:01","1","","","","","24.63554","46.66557","","","","","","","","Metro","","1","","","PR00041274911","ERY279","No","21-JAN-2026 00:02:35","MOBILE","_WorklogNotes Update for Ericsson Alarms- -External AlarmX#104-DOOR ALARM ERICSSON_ENM_L2100_Riyadh","","1","0","0","0","TWLTOCNMSuser","TWL-TOC-Owned","TWL-TOC-Owned","TWL_CREriE&M","","","","ZRY279","","","","ERY279","MOBILE","","","","","","","","","","P0","","","","","","","21-Jan-2026 00:02:35","",
"TT00709442","1000057","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","26-Aug-2025 04:15","","28-Jan-2026 12:41:33","RTTS","STC","","TWL_South ","Parent","","","28-Jan-2026 12:41:33","","162 Day(s) 08:30:01","3897","-      ","","      ","","","Standard","Referred","Critical","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","26.26056","36.44891","","","","","","","","Metro","","1","","","RTTS907","Tawal Test Ticket_011","Degraded","26-AUG-2025 04:15:45","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZWJ022","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709468","1000002","Udhailiyah-GOSP12","ST(PG)","Remote,Metro","Classic","ZRY336","Hybrid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Stc Rtts","AC Meter","","","29-Jan-2026 08:59","","29-Jan-2026 11:30:43","RTTS","STC","","TWL_South ","Parent","","","29-Jan-2026 11:30:43","","6 Day(s) 03:46:01","148","-      ","","      ","","","Standard","Referred","Low","Assignment","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","24.7202","46.6569","","","","","","","","Metro","","1","","","RTTS957","Tawal Test Ticket_011","Degraded","29-JAN-2026 08:59:09","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZRY336","","","","","MOBILE","","","","","","","","","","P1","","","","","","","11-Sep-2024 14:32:06","",
"TT00709004","1007809","ZTB991","ST(PG)","Metro","Classic","ZTB991","Grid","West","Tabuk","Huawei-PV","Urban","Ericsson","Golden Latis Investment,STC","","Battery","Solar","12-Dec-2025 16:01:00","","12-Dec-2025 16:01","","12-Dec-2025 16:01:51","Super Admin  - 9898976789(superadmin)","STC","","1st Escalation ","Parent","","","12-Dec-2025 16:01:51","","53 Day(s) 20:44:01","1293","STC-No      ","","-53 Day(s) 20:36:00      ","","Open","Standard","Assign","High","First Escalation","","","","","","","","","","","","Incident","Manual","53 Day(s) 20:44:01","1","","","","","28.398991","36.74147","","","","","","","","Metro","","1","","","","","Degraded","12-Dec-2025 11:11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709202","1000061","ZRH326","ST(PG)","Metro","Classic","ZRH326","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Generator 1 Running","General","13-Jan-2026 14:34:00","","13-Jan-2026 14:34","","13-Jan-2026 14:35:33","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","13-Jan-2026 14:35:33","","21 Day(s) 22:11:01","526","STC-No      ","No","-19 Day(s) 22:11:00      ","-19 Day(s) 22:11:00","Open","Standard","Assign","Low","First Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","21 Day(s) 22:11:01","1","","","","","24.83019","46.61076","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 14:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709311","1000642","ZBG007","ST(PG)","Remote","Golden","ZBG007","Grid","South","Asir","Nokia-PV","SubUrban","Ericsson","","","Door Alarm","General","03-Jul-2021 13:31:08","","03-Jul-2021 13:31","","21-Jan-2026 16:34:51","System","STC","","TWL-EM-SOUTH Hamada Sobhy Mohamed Habib","Parent","","537712218","21-Jan-2026 16:34:51","","1676 Day(s) 23:13:53","40247","STC-No      ","No","-1676 Day(s) 16:13:52      ","-1676 Day(s) 16:13:52","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1676 Day(s) 23:13:53","1","","","","","18.95431","41.94457","","","","","","","","Remote","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709369","1000905","ZJZ297","ST(PG)","Remote","Classic","ZJZ297","Grid","South","Jizan","Ericsson-PV","Rural","Huawei","STC","","Acu Fault (Itc)","General","","","22-Jan-2026 16:31","","22-Jan-2026 16:31:25","Super Admin  - 9898976789(superadmin)","STC","","3rd Escalation ","Parent","","","22-Jan-2026 16:31:26","","12 Day(s) 20:14:01","308","STC-No      ","No","-12 Day(s) 13:14:00      ","-12 Day(s) 13:14:00","","Standard","Assign","Critical","Third Escalation","10","22-Jan-2026 16:32:04","30","22-Jan-2026 16:32:04","","","","","reassigned","","","Incident","Manual","12 Day(s) 20:14:01","1","","","","","17.41563","42.98187","","","","","","","","Remote","","1","","","","","Outage","22-Jan-2026 16:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709789","1000136","Z79020","ST,ZN,MB,BR","Unknown,Remote","Classic","Z79020","Single Generator","West","Madinah","Nokia-PV","Rural","Ericsson","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","04-Feb-2026 10:28","04-Feb-2026 10:46","04-Feb-2026 10:28:27","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","04-Feb-2026 10:28:27","","00:18:52","0","STC-Yes      ","Yes","06:41:07      ","06:41:07","","Standard","Resolved","Critical","Assignment","","","","","Access-Module/Cable","GE/FE-Module/cable Faulty","Test","","Resolved","","","Incident","Manual","00:18:52","1","","","","","23.8819","39.0237","","","","value","valuevalue","value","Action Taken","Remote","","1","","","","","Outage","04-Feb-2026 10:26","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:18","","","P0","","","","","","00.32","","",
"TT00709792","1000136","Z79020","ST,ZN,MB,BR","Remote,Unknown","Classic","Z79020","Single Generator","West","Madinah","Nokia-PV","Rural","Ericsson","Bravo,Mobily,STC,Zain","","Acu Fault (Itc)","General","","","04-Feb-2026 10:49","","04-Feb-2026 10:49:27","Super Admin  - 9898976789(superadmin)","Bravo,Mobily,STC,Zain","","3rd Escalation ","Parent","","","04-Feb-2026 10:49:27","","01:56:00","2","STC-Yes      ","Yes","05:04:00      ","05:04:00","","Standard","Assign","Critical","Assignment","","","","","","","Test","","Resolved","","","Incident","Manual","01:56:00","1","","","","","23.8819","39.0237","","","","value","valuevalue","value","Action Taken","Remote","","1","","","","","Outage","04-Feb-2026 10:47","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","","","","P0","","","","","","","","",
"TT00708858","1000100","ZDB074","ST","VIP Metro","Titanium","ZDB074","Hybrid","West","Tabuk","Ericsson-PV","Rural","Huawei","","","Generator 1 Running","General","09-Dec-2025 15:31:25","","09-Dec-2025 15:31","","09-Dec-2025 15:54:21","System","","","TWL-EM-WEST Zia hussain Shah","Parent","","966509896490","09-Dec-2025 15:54:21","","56 Day(s) 21:13:36","1365","-      ","No","      ","-54 Day(s) 21:13:35","Open","Standard","Assign","Low","First Escalation","","","","","","","","","Mobily Not associated with site.","Generator 1 Running","","Incident","Auto","56 Day(s) 21:13:36","1","","","","","27.96396","35.25265","","","","","","","","VIP Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P1","","","","","","","","",
"TT00709246","1000057","ZWJ022","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Fire Alarm","General","13-Jan-2026 10:34:00","21-Jan-2026 10:35:00","13-Jan-2026 10:34","21-Jan-2026 10:35","21-Jan-2026 11:56:08","Super Admin  - 9898976789(superadmin)","STC","21-Jan-2026 12:55:13","Field User super admin ","Parent","","9898976789","21-Jan-2026 11:56:08","Super Admin  - 9898976789(superadmin)","8 Day(s) 00:01:-01","192","STC-No      ","No","-7 Day(s) 19:01:00      ","-7 Day(s) 19:01:00","Closed","Standard","Closed","Critical","Assignment","","","","","Access-IT-Management","Aggregator HW issue","t","","Closed","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","8 Day(s) 00:01:-01","1","","","","","26.26056","36.44891","","","","g","f","f","Action Taken","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","Access PtMP","AP has gone down(Sector is down)","Cable damaged by Fire","","","","","","","","","00:13","","","P0","","0","","","","192.02","","",
"TT00709301","1012750","ZTFA021","ST,SM(PG)","Metro,Unknown","Classic","ZTFA021","Grid","West","Taif","Nokia-PV","Urban","Ericsson","","","Door Alarm","General","03-Jul-2021 12:31:38","","03-Jul-2021 12:31","","21-Jan-2026 16:34:49","System","STC,Salam","","TWL-EM-WEST Velmurugan Sundaram","Parent","","509845430","21-Jan-2026 16:34:49","","1677 Day(s) 00:13:23","40248","STC-No      ","No","-1676 Day(s) 19:13:22      ","-1676 Day(s) 19:13:22","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1677 Day(s) 00:13:23","1","","","","","21.27264","40.42402","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709312","1004670","ZMC650","ST(PG)","Metro","Golden","ZMC650","Grid","West","Makkah","Nokia-PV","Urban","Nokia","","","Door Alarm","General","03-Jul-2021 13:32:38","","03-Jul-2021 13:32","","21-Jan-2026 16:34:51","System","STC","","TWL-EM-WEST MOSHAAEB Hussien IsaMohammed","Parent","","504958267","21-Jan-2026 16:34:51","","1676 Day(s) 23:12:23","40247","STC-No      ","No","-1676 Day(s) 18:12:22      ","-1676 Day(s) 18:12:22","Closed","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Door Alarm,Door Alarm,Door Alarm","","Incident","Auto","1676 Day(s) 23:12:23","1","","","","","21.41385","39.87096","","","","","","","","Metro","","1","","","","","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709389","1000056","ZRH336","ST(PG)","Metro","Classic","ZRH336","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Fire Alarm","General","13-Jan-2026 10:34:00","","13-Jan-2026 10:34","","23-Jan-2026 14:59:01","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","23-Jan-2026 14:59:03","","22 Day(s) 02:11:01","530","STC-No      ","No","-21 Day(s) 21:11:00      ","-21 Day(s) 21:11:00","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","22 Day(s) 02:11:01","1","","","","","24.7979","46.60217","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709650","1000191","Z51005","ST","Major Remote","Classic","Z51005","Dual Generator","East","Jouf","Huawei-PV","Rural","Ericsson","STC","","Fire Alarm","General","13-Jan-2026 11:39:00","","13-Jan-2026 11:39","","02-Feb-2026 12:22:51","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","02-Feb-2026 12:22:51","","22 Day(s) 01:06:01","529","STC-No      ","No","-21 Day(s) 20:06:00      ","-21 Day(s) 20:06:00","Open","Standard","Assign","Critical","Assignment","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","22 Day(s) 01:06:01","1","","","","","30.0086","39.159142","","","","","","","","Major Remote","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
"TT00709392","1000057","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","26-Aug-2025 04:15","","23-Jan-2026 15:57:11","RTTS","STC","","TWL_South ","Parent","","","23-Jan-2026 15:57:12","","162 Day(s) 08:30:01","3897","-      ","","      ","","","Standard","Referred","Critical","Third Escalation","","","","","","","","","","","","RTTS Ticket","Integration","00:00:00","0","","","","","26.26056","36.44891","","","","","","","","Metro","","1","","","RTTS827","Tawal Test Ticket_011","Degraded","26-AUG-2025 04:15:45","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","","ZWJ022","","","","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709394","1000057","Udhailiyah-GOSP12","ST(PG)","Metro","Classic","ZWJ022","Grid","West","Tabuk","Ericsson-PV","SubUrban","Huawei","STC","","Stc Rtts","AC Meter","","","26-Aug-2025 04:15","","23-Jan-2026 15:57:00","RTTS","STC","","TWL_South super admin ","Parent","","9898976789","23-Jan-2026 15:59:28","","162 Day(s) 08:30:01","3897","-      ","","      ","","","Standard","Restored","Critical","Third Escalation","","","","","Access-IT-Management","Aggregator HW issue","dsfvb","","dsfvb","","","RTTS Ticket","Integration","00:00:00","0","","","","","26.26056","36.44891","","","","","","","","Metro","","1","","","RTTS900","Tawal Test Ticket_011","Degraded","26-AUG-2025 04:15:45","FTTH","","","1","1","11","1","1001","112","Service Desk","TWL_SREriE&M","","","Required Permanent Solution","ZWJ022","Core Transport","Dispute With MPLS","Cable damaged by Fire","","MOBILE","","","","","","","","","","P0","","","","","","","11-Sep-2024 14:32:06","",
"TT00709396","1000058","ZRI920","ST(PG)","Metro","Classic","ZRI920","Grid","Central","Riyadh City","Ericsson-PV","Urban","Ericsson","STC","","Fire Alarm","General","13-Jan-2026 10:34:00","","13-Jan-2026 10:34","","23-Jan-2026 16:22:49","Super Admin  - 9898976789(superadmin)","STC","","Field User super admin ","Parent","","9898976789","23-Jan-2026 16:22:49","","22 Day(s) 02:11:01","530","STC-No      ","No","-21 Day(s) 21:11:00      ","-21 Day(s) 21:11:00","Open","Standard","Assign","Critical","Third Escalation","","","","","","","","","","Alarm Detail From Bulk Upload","Problem Description From Bulk Upload","Incident","Manual","22 Day(s) 02:11:01","1","","","","","24.83845","46.78868","","","","","","","","Metro","","1","HSID1","","","","Degraded","13-Jan-2026 10:34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","P0","","","","","","","","",
